rank;score_prioridade;faixa;id_snisb;nome;municipio_sede;nivel;idap;dano_potencial_associado;uso_principal;n_municipios_extraterritoriais;n_lacunas_pae;alertavel;pts_dpa;pts_rejeito;pts_nivel;pts_extraterritorial;pts_pae;pts_nao_alertavel
921;17;baixa;8066;Faz. Jatobá;Feliz Natal;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
922;17;baixa;20140;Faz. Lavínia;Novo São Joaquim;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
923;17;baixa;20085;Faz. Lote 69-A;Feliz Natal;Verde;12;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
924;17;baixa;19850;Faz. Netolândia;Tangará da Serra;Verde;7;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
925;17;baixa;7987;Faz. Ouro Fino - Barragem 05;Barra do Bugres;Verde;12;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
926;17;baixa;7985;Faz. Ouro Fino - Barragem 06;Barra do Bugres;Verde;12;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
927;17;baixa;7986;Faz. Ouro Fino - Barragem 07;Barra do Bugres;Verde;12;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
928;17;baixa;20129;Faz. Paraná;Brasnorte;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
929;17;baixa;7988;Faz. Ponte de Pedra;Nova Maringá;Verde;12;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
930;17;baixa;19952;Faz. Reunidas 15;Paranatinga;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
931;17;baixa;20116;Faz. Santa Terezinha;Querência;Verde;14;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
932;17;baixa;20114;Faz. Telles Pires;Nova Canaã do Norte;Verde;4;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
933;17;baixa;6475;Fazenda AFB Brasil;Barra do Garças;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
934;17;baixa;19966;Fazenda AFB Brasil;Barra do Garças;Verde;13;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
935;17;baixa;19967;Fazenda AFB Brasil;Barra do Garças;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
936;17;baixa;19987;Fazenda Admar Galle & Filhos;Água Boa;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
937;17;baixa;31748;Fazenda Agrocondor II;Alta Floresta;Verde;7;Médio;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
938;17;baixa;35487;Fazenda Aline ? Reservatório Pulmão;Querência;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
939;17;baixa;8164;Fazenda Alto Areões - Barragem 01;Água Boa;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
940;17;baixa;8165;Fazenda Alto Areões-Barragem 02;Água Boa;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
941;17;baixa;20061;Fazenda Apiacás;Paranaíta;Verde;14;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
942;17;baixa;8159;Fazenda Araribá;Canarana;Verde;3;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
943;17;baixa;34484;Fazenda Bacuri, Cachoeira e Castanheira;Juara;Verde;7;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
944;17;baixa;7961;Fazenda Barra Grande II- Barragem I;Juruena;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
945;17;baixa;7962;Fazenda Barra Grande II- Barragem II;Juruena;Verde;4;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
946;17;baixa;7960;Fazenda Barra Grande II- Barragem III;Juruena;Verde;14;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
947;17;baixa;21011;Fazenda Bela Vista;Guarantã do Norte;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
948;17;baixa;21001;Fazenda Boa Vista;Planalto da Serra;Verde;11;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
949;17;baixa;27745;Fazenda Boitanga;Tangará da Serra;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
950;17;baixa;37351;Fazenda Bom Jesus;Campo Novo do Parecis;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
951;17;baixa;21010;Fazenda Bom Pastor;Cáceres;Verde;17;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
952;17;baixa;36571;Fazenda Brasil Central;Confresa;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
953;17;baixa;34993;Fazenda Brasil Central ? Barramento I;Confresa;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
954;17;baixa;35003;Fazenda Brasil Central ? Barramento II;Confresa;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
955;17;baixa;36581;Fazenda Cabanha da Vitória;Comodoro;Verde;8;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
956;17;baixa;30819;Fazenda Cambará;Paranatinga;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
957;17;baixa;30821;Fazenda Cambará;Paranatinga;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
958;17;baixa;35389;Fazenda Campo Forte I, II, III e IV;Ribeirão Cascalheira;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
959;17;baixa;34793;Fazenda Canarana – Barramento 01;Canarana;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
960;17;baixa;33041;Fazenda Canaã – Barragem 1;Santa Terezinha;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
961;17;baixa;35892;Fazenda Casa Grande ? Lote 202;Querência;Verde;8;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
962;17;baixa;7963;Fazenda Catavento jusante;Brasnorte;Verde;9;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
963;17;baixa;7964;Fazenda Catavento montante;Brasnorte;Verde;9;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
964;17;baixa;20144;Fazenda Ceita Porã;Barra do Bugres;Verde;12;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
965;17;baixa;36474;Fazenda Centro Oeste;Nova Maringá;Verde;16;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
966;17;baixa;19989;Fazenda Cocal;Canarana;Verde;7;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
967;17;baixa;35251;Fazenda Cocal (Barramento III) - Montante;Canarana;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
968;17;baixa;35633;Fazenda Cocal - Barramento 05;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
969;17;baixa;35338;Fazenda Cocal ? Barramento 04;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
970;17;baixa;28141;Fazenda Confluência;Santa Rita do Trivelato;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
971;17;baixa;8095;Fazenda Conquista;Rondonópolis;Verde;5;Médio;Irrigação;0;8;não avaliado;0;0;2;0;15;0
972;17;baixa;27278;Fazenda Copacabana;Poxoréu;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
973;17;baixa;37450;Fazenda Córrego Fundo;Água Boa;Verde;12;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
974;17;baixa;32376;Fazenda Dall Asta – Barramento 1;Canarana;Verde;5;Baixo;Proteção do meio ambiente;0;8;não avaliado;0;0;2;0;15;0
975;17;baixa;36628;Fazenda Dona Rosália;Feliz Natal;Verde;12;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
976;17;baixa;35156;Fazenda Eldorado ? Barramento 01;São José do Xingu;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
977;17;baixa;36523;Fazenda Espigão do Leste ? Barragem I;São Félix do Araguaia;Verde;5;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
978;17;baixa;36492;Fazenda Espigão do Leste ? Barramento I;São Félix do Araguaia;Verde;5;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
979;17;baixa;36524;Fazenda Espigão do Leste – Barragem II;São Félix do Araguaia;Verde;5;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
980;17;baixa;27373;Fazenda Estrela;Barra do Bugres;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
981;17;baixa;22229;Fazenda Europa;Vila Rica;Verde;3;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
982;17;baixa;36098;Fazenda Filipina;Santa Cruz do Xingu;Verde;6;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
983;17;baixa;36537;Fazenda Gaúcha;Itiquira;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
984;17;baixa;31747;Fazenda Gravataí;Itiquira;Verde;7;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
985;17;baixa;5372;Fazenda Guanabara;Barra do Bugres;Verde;12;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
986;17;baixa;8096;Fazenda Guarita;Rondonópolis;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
987;17;baixa;21008;Fazenda Iriri;Guarantã do Norte;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
988;17;baixa;5320;Fazenda Itapiranga;Brasnorte;Verde;6;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
989;17;baixa;27277;Fazenda Jauquara;Barra do Bugres;Verde;16;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
990;17;baixa;33376;Fazenda Junges;Querência;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
991;17;baixa;31994;Fazenda L Cristina - Barragem 1;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
992;17;baixa;20111;Fazenda Lapacho - Gleba B;Sapezal;Verde;10;Médio;Irrigação;0;8;não avaliado;0;0;2;0;15;0
993;17;baixa;36645;Fazenda Laualo (Morada Nova) - Barramento 2;São Félix do Araguaia;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
994;17;baixa;34465;Fazenda Marta;Campos de Júlio;Verde;18;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
995;17;baixa;35175;Fazenda Massapé - Barramento (principal);Primavera do Leste;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
996;17;baixa;36132;Fazenda Menolli II ? Barramento;Poconé;Verde;10;Médio;Irrigação;0;8;não avaliado;0;0;2;0;15;0
997;17;baixa;20142;Fazenda Negrinho do Pastoreiro;Canarana;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
998;17;baixa;34498;Fazenda Nossa Senhora Aparecida;Poxoréu;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
999;17;baixa;8071;Fazenda Nossa Senhora de Caacupê;Feliz Natal;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1000;17;baixa;26669;Fazenda Nove de Julho;Brasnorte;Verde;9;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1001;17;baixa;27292;Fazenda Novo Campo;Campo Novo do Parecis;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1002;17;baixa;362;Fazenda Palmeira;Querência;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1003;17;baixa;20314;Fazenda Paraná;Brasnorte;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1004;17;baixa;37442;Fazenda Paraíso I - Montante 1;Nova Ubiratã;Verde;4;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
1005;17;baixa;37446;Fazenda Paraíso I - Principal;Nova Ubiratã;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1006;17;baixa;36102;Fazenda Poconé - Barramento 2;Poconé;Verde;12;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
1007;17;baixa;32088;Fazenda Poconé – Barramento I;Poconé;Verde;8;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1008;17;baixa;36507;Fazenda Ponta Bonita ? Parte 1;Canarana;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
1009;17;baixa;5776;Fazenda Progresso;Tabaporã;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1010;17;baixa;35165;Fazenda Ranchinho ? Barramento (Principal);Nova Maringá;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1011;17;baixa;73;Fazenda Reunidas Filipinas;Santa Cruz do Xingu;Verde;4;Baixo;Regularização de vazão;0;8;não avaliado;0;0;2;0;15;0
1012;17;baixa;36513;Fazenda Reunidas do Papagaio - Barramento Jusante;Sapezal;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1013;17;baixa;36514;Fazenda Reunidas do Papagaio - Barramento Montante;Sapezal;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1014;17;baixa;35236;Fazenda Roberto I ? Barragem principal;Brasnorte;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1015;17;baixa;28805;Fazenda Roncador;Querência;Verde;6;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1016;17;baixa;35252;Fazenda Roncador - Tanque Pulmão 2;Querência;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1017;17;baixa;36565;Fazenda Santa Clara ? Área B;Poxoréu;Verde;9;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1018;17;baixa;27881;Fazenda Santa Fé;Santa Cruz do Xingu;Verde;4;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1019;17;baixa;28616;Fazenda Santa Fé;Santa Cruz do Xingu;Verde;4;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1020;17;baixa;31105;Fazenda Santa Helena;Marcelândia;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1021;17;baixa;37416;Fazenda Santa Helena -  Montante 1;Alta Floresta;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1022;17;baixa;20050;Fazenda Santa Helena - Barramento 01;Alta Floresta;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1023;17;baixa;37432;Fazenda Santa Helena - Barramento 02;Alta Floresta;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1024;17;baixa;19978;Fazenda Santa Lourdes;Água Boa;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1025;17;baixa;8093;Fazenda Santa Maria;Itiquira;Verde;7;Baixo;Regularização de vazão;0;8;não avaliado;0;0;2;0;15;0
1026;17;baixa;219;Fazenda Santa Maria;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1027;17;baixa;36497;Fazenda Santa Maria ? Barramento II;Itiquira;Verde;7;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1028;17;baixa;21006;Fazenda Santa Marina;Santa Cruz do Xingu;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1029;17;baixa;278;Fazenda Santo Antonio 3;Campo Verde;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1030;17;baixa;36352;Fazenda Santo Antônio do Membeca;Campo Novo do Parecis;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1031;17;baixa;32377;Fazenda Sant’Ana de Vargem Grande – Barramento 1 (Principal);Gaúcha do Norte;Verde;14;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1032;17;baixa;35491;Fazenda Schneider - Lote Rural nº69 ? Reservatório Pulmão;Querência;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1033;17;baixa;5298;Fazenda Serra Negra;Vila Bela da Santíssima Trindade;Verde;9;Não Classificado;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1034;17;baixa;8102;Fazenda Sucuri;Itiquira;Verde;7;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1035;17;baixa;37441;Fazenda São Francisco;Rondonópolis;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1036;17;baixa;7965;Fazenda São João VIII;Brasnorte;Verde;13;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1037;17;baixa;8101;Fazenda São Judas;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1038;17;baixa;279;Fazenda São Judas Tadeu;Primavera do Leste;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1039;17;baixa;8103;Fazenda São Luiz - Barragem 01;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1040;17;baixa;8104;Fazenda São Luiz - Barragem 02;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1041;17;baixa;8100;Fazenda São Luiz - Barragem 03;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1042;17;baixa;8099;Fazenda São Luiz - Barragem 04;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1043;17;baixa;35171;Fazenda São Luiz - Barramento 1 - Principal;São Félix do Araguaia;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
1044;17;baixa;35178;Fazenda São Luiz - Barramento 1 Principal;São Félix do Araguaia;Verde;5;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
1045;17;baixa;20127;Fazenda São Paulo;Água Boa;Verde;4;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1046;17;baixa;5;Fazenda São Pedro;Porto Esperidião;Verde;15;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1047;17;baixa;37360;Fazenda São Pedro do Parecis;Campo Novo do Parecis;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1048;17;baixa;34019;Fazenda Talismã II;Nova Ubiratã;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1049;17;baixa;30131;Fazenda Tanguro;Canarana;Verde;3;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1050;17;baixa;32034;Fazenda Três Marcos – Barragem 1;Água Boa;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1051;17;baixa;7976;Fazenda Tucano;Barra do Bugres;Verde;13;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1052;17;baixa;20147;Fazenda Urupianga;Vila Rica;Verde;3;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1053;17;baixa;36623;Fazenda Varjão;Poxoréu;Verde;4;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
1054;17;baixa;36576;Fazenda Vera Cruz do Xingú;Canarana;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1055;17;baixa;26332;Fazenda Vila Rica I;Vila Rica;Verde;14;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1056;17;baixa;35212;Fazenda Vitória ? Reservatório Pulmão;Dom Aquino;Verde;11;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1057;17;baixa;35098;Fazenda Zeniiti III (Barramento 6);Alta Floresta;Verde;7;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1058;17;baixa;31920;Fazenda Zeniiti III - Barramento 4;Alta Floresta;Verde;7;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1059;17;baixa;34468;Fazenda Zeniiti III – Barramento 05;Alta Floresta;Verde;7;Médio;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
1060;17;baixa;35162;Fazenda Água Branca - Barramento;Campo Verde;Verde;5;Baixo;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
1061;17;baixa;26673;Galerinha;Vila Bela da Santíssima Trindade;Verde;8;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1062;17;baixa;21003;Gleba Barranqueira XIII;Cáceres;Verde;8;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1063;17;baixa;21004;Gleba Barranqueira XIII;Cáceres;Verde;8;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1064;17;baixa;21005;Gleba Barranqueira XIII;Cáceres;Verde;8;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1065;17;baixa;21013;Gleba Tarumã;Vila Bela da Santíssima Trindade;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1066;17;baixa;5316;JBS S.A - S.J. DOS QUATRO MARCOS;São José dos Quatro Marcos;Verde;17;Não Classificado;Industrial;0;8;não avaliado;0;0;2;0;15;0
1067;17;baixa;35535;Lote Rural N°76;Querência;Verde;6;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
1068;17;baixa;20083;Marfrig;Tangará da Serra;Verde;6;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
1069;17;baixa;22390;Massa d'Água #100513;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1070;17;baixa;22392;Massa d'Água #101453;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1071;17;baixa;22393;Massa d'Água #102561;Brasnorte;Verde;7;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1072;17;baixa;22394;Massa d'Água #102797;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1073;17;baixa;22395;Massa d'Água #102961;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1074;17;baixa;22396;Massa d'Água #102989;Santa Terezinha;Verde;13;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1075;17;baixa;22398;Massa d'Água #103693;Bom Jesus do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1076;17;baixa;22403;Massa d'Água #105287;Luciara;Verde;11;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1077;17;baixa;22407;Massa d'Água #107029;Querência;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1078;17;baixa;22421;Massa d'Água #111714;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1079;17;baixa;22422;Massa d'Água #111848;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1080;17;baixa;22434;Massa d'Água #116795;Querência;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1081;17;baixa;22435;Massa d'Água #117161;Comodoro;Verde;9;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1082;17;baixa;22448;Massa d'Água #121634;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1083;17;baixa;22464;Massa d'Água #127461;Brasnorte;Verde;7;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1084;17;baixa;22465;Massa d'Água #127642;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1085;17;baixa;22468;Massa d'Água #129111;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1086;17;baixa;22469;Massa d'Água #129310;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1087;17;baixa;22488;Massa d'Água #137078;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1088;17;baixa;22490;Massa d'Água #137748;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1089;17;baixa;22492;Massa d'Água #137918;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1090;17;baixa;22493;Massa d'Água #138208;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1091;17;baixa;22496;Massa d'Água #138439;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1092;17;baixa;22500;Massa d'Água #139738;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1093;17;baixa;22502;Massa d'Água #140018;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1094;17;baixa;22511;Massa d'Água #142297;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1095;17;baixa;22513;Massa d'Água #143022;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1096;17;baixa;22517;Massa d'Água #143787;Santa Terezinha;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1097;17;baixa;22519;Massa d'Água #144145;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1098;17;baixa;22539;Massa d'Água #149061;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1099;17;baixa;22540;Massa d'Água #149722;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1100;17;baixa;22551;Massa d'Água #150115;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1101;17;baixa;22560;Massa d'Água #151451;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1102;17;baixa;22564;Massa d'Água #151821;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1103;17;baixa;22565;Massa d'Água #151852;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1104;17;baixa;22567;Massa d'Água #152660;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1105;17;baixa;22569;Massa d'Água #153877;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1106;17;baixa;22574;Massa d'Água #155534;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1107;17;baixa;22607;Massa d'Água #158075;Bom Jesus do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
