codigo_cnes;nome_fantasia;nome_razao_social;codigo_municipio;municipio;no_eixo_montante;no_eixo_jusante;bairro_estabelecimento;endereco_estabelecimento;descricao_esfera_administrativa;descricao_nivel_hierarquia;descricao_turno_atendimento;codigo_tipo_unidade;tipo_gestao;atendimento_hospitalar;atendimento_ambulatorial;ambulatorial_sus;centro_cirurgico;centro_obstetrico;centro_neonatal;servico_apoio;latitude;longitude;numero_telefone_estabelecimento;data_atualizacao;origem_coleta
9674780;DRA VIRGINIA PSIQUIATRA;VIRGINIA QUEIROZ C LEAL;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858945915031677;-55.51885664463043;66 98458 8284;2025-09-03;estadual
9685200;FERNANDO JOSE DE SOUZA;FERNANDO JOSE DE SOUZA;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DAS ITAUBAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.857691180670765;-55.511319637298584;66981029015/35320044;2025-09-03;estadual
9685243;LUCIANA COLNAGO GONCALVES FRANK;LUCIANA COLNAGO GONCALVES FRANK;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS HORTENCIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858384172746582;-55.5143666267395;66 3211 6090;2025-09-03;estadual
9696946;L M ADAMI DA LUZ;REABILITAR ESPACO TERAPEUTICO NEUROLOGICO;510790;Sinop;Não;Não;JARDIM MARINGA;RUA DAS ANDIROBAS;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.860316141361983;-55.51288604736328;66 99632 9294;2025-09-03;estadual
9705554;CARTAS;CENTRO DE APOIO E REABILITACAO DE TOXICOMANOS E ALCOOLISTAS;510790;Sinop;Não;Não;RES SABRINA 3;RUA PROJETADA C;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.929500981829626;-55.49226522445679;66 99965 1460;2025-09-03;estadual
379611;ART DENTAL;ART DENTAL ODONTOLOGIA LTDA;510790;Sinop;Não;Não;SETOR RESIDENCIAL NO;RUA DOS LIRIOS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.876653328723771;-55.50274729728699;66 99609 6452;2025-09-03;estadual
9706127;CLINICA SAO CAMILO;CLINICA SAO CAMILO MEDICINA DIAGNOSTICA LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS CAVIUNAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-11.861639111978596;-55.50387382507324;66 3511 0600;2025-09-03;estadual
8041792;CRESCERE PSICOLOGIA E DESENVOLVIMENTOINFANTIL;GAIOTTE PSICOLOGIA E DESENVOLVIMENTO INFANTIL LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DOS AMAPAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.85795892781778;-55.510278940200806;66 99604 7672;2025-12-17;estadual
8042160;CAROLINE FONTOURA SERVICOS MEDICOS;CAROLINE FONTOURA SERVICOS MEDICOS LTDA;510790;Sinop;Não;Não;RESIDENCIAL RECANTO;AVENIDA BRUNO MARTINI;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-11.85541269431982;-55.542004108428955;66 99239 1336;2025-12-17;estadual
9717951;LUIZ FERRAREZI NETO ANESTESISTA;LUIZ FERRAREZI NETO;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.855995442639351;-55.51496207714081;66 99920 7585;2025-09-03;estadual
8045240;CEZAR AUGUSTO DE MELLO;CEZAR AUGUSTO DE MELLO;510790;Sinop;Não;Não;SETOR COMERCIAL;AVANIDA DAS ITAUBAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.856641189323879;-55.510525703430176;66 99994 9916;2025-12-17;estadual
549975;CONSULTORIO DR FELIPE CESAR VILELA ORTOPEDISTA;FELIPE CESAR VILELA BRITO;510790;Sinop;Não;Não;JARDIM PARAISO;AVENIDA DAS ITAUBAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.868484857416894;-55.51408767700195;66 3532 5265;2025-09-03;estadual
9873589;THAYNA DE OLIVEIRA RONCHI MARQUES CLINICA SALUS;THAYNA DE OLIVEIRA RONCHI MARQUES;510790;Sinop;Não;Não;JARDIM CELESTE;AVENIDA JATOBAS;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.881503898882118;-55.5049467086792;66 99688 2019;2025-09-03;estadual
9877363;JULIANA NATALE FIORELLI CESAR;JULIANA NATALE FIORELLI CESAR;510790;Sinop;Não;Não;JARDIM BOTANICO;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.86439003033779;-55.505805015563965;66 99620 8500;2025-09-03;estadual
6720560;THE SIMPLE FISIO;THE SIMPLE FISIO FISIOMED LTDA;510790;Sinop;Não;Não;JARDIM MARINGA;RUA DOS BURITIS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-11.864815265241779;-55.52447319030762;66 99919 4518;2026-04-07;estadual
9710922;BLUTKLINIC;MAURO ALFREDO GROSS SERVICOS DE HEMATOLOGIA E HEMOTERAPIA EI;510790;Sinop;Não;Não;JARDIM BOTANICO;AVENIDA DAS ITAUBAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.867644897901169;-55.51342248916626;66 3531 7056;2025-09-03;estadual
9717862;FABIO COELHO BARROSO ANESTESISTA;FABIO COELHO BARROSO;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.85884616648605;-55.51563262939453;66 99995 1499;2025-09-03;estadual
9717870;LEANDRO RODRIGUES DA SILVA ANESTESISTA;LEANDRO RODRIGUES DA SILVA;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.856116192135513;-55.515031814575195;66 3015 3990;2025-09-03;estadual
9717889;PATRICIA LUISA PANSANI ANESTESISTA;PATRICIA LUISA PANSANI;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.856095192226979;-55.51494598388672;66 99634 2427;2025-09-03;estadual
9717900;JULIANA TREVISAN ZANELLA ANESTESISTA;JULIANA TREVISAN ZANELLA;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.85884616648605;-55.51571846008301;66 99918 7678;2025-09-03;estadual
9717927;GERMANA LOPES DO NASCIMENTO DE OLIVEIRA ANESTESISTA;GERMANA LOPES DO NASCIMENTO DE OLIVEIRA;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.856095192226979;-55.5149245262146;66 3015 3990;2025-09-03;estadual
9718184;SERVIRMAIS CLINICA PROSPECTA;SERVIRMAIS EXECELENCIA NO DESENVOLVIMENTO FUNCIONAL DE PESSO;510790;Sinop;Não;Não;SETOR INDUSTRIAL NOR;AVENIDA DOS JACARANDAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.844208984798746;-55.494325160980225;66 99668 9144;2025-09-03;estadual
9718206;DR FLAVIO BARBOZA REUMATOLOGISTA;REUMATOLOGIA E CENTRO DE INFUSAO DE IMUNOBIOLOGICOS SINOP;510790;Sinop;Não;Não;SETOR RESIDENCIAL SU;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.863707553179971;-55.50615906715393;66 99933 7757;2026-03-10;estadual
9718621;NORTE MT PSICOLOGIA;NORTE MT PSICOLOGIA LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DOS LIRIOS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858163675458814;-55.499560832977295;66 99616 0003;2025-09-03;estadual
9719989;MARCOS AURELIO BARBOZA DE OLIVEIRA;MARCOS AURELIO BARBOZA DE OLIVEIRA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS HORTENCIAS;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858252924382466;-55.51423251628876;66 99215 1793;2025-09-03;estadual
9722270;WILSON CECCARELLI NETO;WILSON CECCARELLI NETO;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DAS EMBAUBAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.856819688137856;-55.51012873649597;66 98166 1111;2025-09-03;estadual
9722726;TECNO MEDICAL;TECNO MEDICAL LOCACAO E PRESTACAO DE SERVICOS MEDICOS LTDA;510790;Sinop;Não;Não;JARDIM MARINGA;AVENIDA DOS GUARANTAS;MUNICIPAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858867166182899;-55.51399111747742;65 8137-1001;2025-09-03;estadual
9723706;SAUDE LIVRE CLINICA DE VACINACAO;SANCRUZ CLINICA DE VACINA LTDA;510790;Sinop;Não;Não;SETOR INDUSTRIAL;AVENIDA ALEXANDRE FERRONATO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.86186035;-55.48758426152661;66 99683 7406;2025-09-03;estadual
9723714;LEONARDO NERY RIBEIRO GUIMARAES CIRURGIA GERAL;LEONARDO NERY RIBEIRO GUIMARAES;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DAS EMBAUBAS;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.856935187308226;-55.5098819732666;66 99983 0110;2025-09-03;estadual
9724095;HELLER PAOLINELLI CHAVES ANESTESISTA;HELLER PAOLINELLI CHAVES;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.855971817731675;-55.515015721321106;66 99985 9203;2025-09-03;estadual
9725989;KLEBER QUEIROZ TOBIAS;KLEBER QUEIROZ TOBIAS;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS HORTENCIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858258174318246;-55.514302253723145;66 3015 0908;2025-09-03;estadual
9729976;LUIZ PHILIPPE BASTER DE FIGUEIREDO;LUIZ PHILIPPE BASTER DE FIGUEIREDO;510790;Sinop;Não;Não;JARDIM PARAISO;AVENIDA DOS FLAMBOYANTS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.868358863654507;-55.51788568496704;66 3532 2297;2025-09-03;estadual
9731474;LUCIO YAMAGUCHI;LUCIO YAMAGUCHI;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS HORTENCIAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858363173012572;-55.51437199115753;66 99933 0333;2025-09-03;estadual
9732454;DERMATOLOGIA AVANCADA;DERMATOLOGIA AVANCADA MT LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DOS AMAPAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.0764273;-54.510991;66 3532 7709;2025-09-03;estadual
9733922;MARIA CRISTINA MENDES CASTELO BRANCO;MARIA CRISTINA MENDES CASTELO BRANCO;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.856095192226979;-55.51496744155884;66 999859144;2025-09-03;estadual
9748881;CONSULTORIO MEDICO DR LEANDRO NAZZARI;LEANDRO NAZZARI;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS ANDIROBAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.856809188210853;-55.51458120346069;66-999999639;2025-09-03;estadual
9749209;CONSULTORIO MEDICO DRA SANDRA RADIOLOGISTA;SANDRA EDITH SCHWARZ;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DA HORTENCIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858321173539691;-55.514323711395264;66-35325443;2025-09-03;estadual
9751548;HOPE CENTRO DE REABILITACAO NEUROLOGICA;HOPE CENTRO DE REABILITACAO NEUROLOGICA TBDA EPP;510790;Sinop;Não;Não;JARDIM PARAISO;RUA DOS CEDROS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864474027408399;-55.51719903945923;66-35320575;2025-09-03;estadual
9753370;PSICOMED PSICOLOGIA E ASSISTENCIA MEDICA DE SINOP;PSICOMED PSICOLOGIA E ASSISTENCIA MEDICA DE SINOP LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS HORTENCIAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858352673144957;-55.51433444023132;66 3531 0569;2025-09-03;estadual
9753869;CONSULTORIO MEDICO DR LEANDRO PNEUMOLOGISTA;LEANDRO AUGUSTO TIROTTI GIACON;510790;Sinop;Não;Não;SETOR COME4RCIAL;RUA DA HORTENCIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858321173539691;-55.51434516906738;66-999774846;2025-09-03;estadual
9755683;CONSULTORIO MEDICO GINECO OBSTETRICIA DR CARLO CESAR MUNGO;CARLO CESAR MUNGO;510790;Sinop;Não;Não;JARDIM BOTANICO;RUA DAS TAMAREIRAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.865062006178384;-55.50666332244873;66-35319790;2025-09-03;estadual
9756779;CONSULTORIO DRA MARCELA PEDIATRA;MARCELA SANTOS LEITE;510790;Sinop;Não;Não;JARDIM PARAISO;AVENIDA DOS FLAMBOYANTES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-11.868652849009505;-55.51758527755737;66-35171800;2025-09-03;estadual
9757724;CONSULTORIO MEDICO DR CESAR ORTOPEDISTA TRAUMATOLOGISTA;CESAR ANTONIO DE QUADROS MARTINS;510790;Sinop;Não;Não;JARDIM PARAISO;RUA DOS KIRIS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.868411361062574;-55.522552728652954;66-35325265;2025-09-03;estadual
9757732;CONSULTORIO MEDICO DRA MARJURIE ORTOPEDISTA;MARJURIE SCARANTO;510790;Sinop;Não;Não;JARDIM PARAISO;AVENIDA DAS ITAUBAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.85374319224619;-55.50984978675842;66-996791090;2025-09-03;estadual
9758445;DRA NATHALIA CACAO DERMATOLOGIA;NATHALIA HOMSI TESSAROLO CACAO;510790;Sinop;Não;Não;JARDIM PARAISO;AVENIDA DOS FLAMBOYANTES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.868694846891486;-55.51773548126221;66-35171801;2025-09-03;estadual
9760342;INSTITUTO OLARE;CIRURGIA PLASTICA DR LUIZ GUILHERME LTDA;510790;Sinop;Não;Não;RESIDENCIAL RECANTO;AVENIDA BRUNO MARTINI;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.85509769471014;-55.54090976715088;66 99996 8551;2025-09-03;estadual
9761578;DAIANA P DE SOUZA SIMOES;CONECTARE AVALIACAO E TRATAMENTO PSICOLOGICO;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS CAVIUNAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.859980147802867;-55.51063299179077;66-984267224;2025-09-03;estadual
9762280;C S SERVICOS MEDICOS;C S SERVICOS MEDICOS LTDA;510790;Sinop;Não;Não;SETOR INDUSTRIAL;AV DOS JACARANDAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.862542088239236;-55.49915313720703;66-99901 0111;2025-09-03;estadual
9764054;CONSULTORIO DRA MILKA REUMATOLOGISTA;MILKA MARIA MOURA ISSA;510790;Sinop;Não;Não;JARDIM BOTANICO;AV DAS SIBIPIRUNAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.866762937624651;-55.504775047302246;;2025-09-03;estadual
9764062;CONSULTORIO MEDICO DR ANDRE PEDIATRA;ANDRE VIEIRA DA CRUZ;510790;Sinop;Não;Não;JARDIM MARINGA;AVENIDA DOS INGAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.857439183115947;-55.51571846008301;;2025-09-03;estadual
9764070;CONSULTORIO DRA TAISA PEDIATRA;TAISA DE SOUZA ROMEIRO SAMORA;510790;Sinop;Não;Não;SETOR COMERCIAL;AV DAS EMBAUBAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.857208185152954;-55.509817600250244;;2025-09-03;estadual
9765255;LYNTON MORETTI STOPPA;LYNTON MORETTI STOPPA;510790;Sinop;Não;Não;JD BOTANICO;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864285033963117;-55.50593376159668;66 99997 5853;2025-09-03;estadual
9765263;ABTR CLINICA MEDICA;ABTR CLINICA MEDICA LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DOS AMAPAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858027177048525;-55.51012873649597;66 3517 1800;2025-09-03;estadual
9767568;PARTMED CLINICA MEDICA;S S SAUDE CLINICA MEDICA E ODONTOLOGICA LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;AV GOVERNADOR JULIO CAMPOS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.854772194731561;-55.509270429611206;66 3515 6751;2025-09-03;estadual
9769455;LUIS GUSTAVO BAAKLINI;LUIS GUSTAVO BAAKLINI;510790;Sinop;Não;Não;JD BOTANICO;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864999008513667;-55.503036975860596;66 3517 2600;2025-09-03;estadual
9769463;GUSTAVO NOBREGA PEREIRA DE ALMEIDA;GUSTAVO NOBREGA PEREIRA DE ALMEIDA;510790;Sinop;Não;Não;JD BOTANICO;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864201036834292;-55.50589084625244;66 3517 2600;2025-09-03;estadual
9769471;GEOVAR BEZERRA PEIXOTO JUNIOR;GEOVAR BEZERRA PEIXOTO JUNIOR;510790;Sinop;Não;Não;JD BOTANICO;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864453028143174;-55.50563335418701;66 3531 2600;2025-09-03;estadual
9769560;TAYLOR DA SILVA COSTA;TAYLOR DA SILVA COSTA;510790;Sinop;Não;Não;JD BOTANICO;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864894012373465;-55.503273010253906;66 3517 2600;2025-09-03;estadual
66117;DDD PSICOLOGIA;W N MARCORIO;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS PITANGUEIRAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.854457194382707;-55.506577491760254;66 99954 6157;2025-09-03;estadual
9771824;MS;M S STUDZINSKI EIRELI;510790;Sinop;Não;Não;JARDIM MARINGA;RUA DAS TAMAREIRAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.862269095731492;-55.518293380737305;66 99914 8910;2025-09-03;estadual
9771905;APARECIDA LUZINETE DE ANDRADE COSTA PSICOLOGA;APARECIDA LUZINETE DE ANDRADE COSTA EIRELI;510790;Sinop;Não;Não;JARDIM BOTANICO;RUA DAS ORQUIDEAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.869634547808818;-55.50693154335022;66 99955 9508;2025-09-03;estadual
9774815;TARCISIO DE PINHO TAVARES JUNIOR CLINICA DE OFTALMOLOGIA;TARCISIO DE PINHO TAVARES JUNIOR;510790;Sinop;Não;Não;JARDIM MARINGA;AVENIDA DAS EMBAUBAS;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.854688194674083;-55.51882982254028;66 3532 5633;2025-09-03;estadual
9775277;CAMILLE BRESOLIN POMPEU;CAMILLE BRESOLIN POMPEU;510790;Sinop;Não;Não;JARDIM PARAISO;AV DOS FLAMBOYANTS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.868694846891486;-55.517306327819824;61 98348 8861;2025-09-03;estadual
9777881;CLINICA SINOPSI;T DE O FILHO CIA LTDA;510790;Sinop;Não;Não;JARDIM BOTANICO;DOS TARUMAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864516025934021;-55.505783557891846;66 35325241;2026-07-28;estadual
9781293;CONSULTORIO DR CAMILA TREVISAN REUMATOLOGISTA;CAMILA DE OLIVEIRA TREVISAN COUTINHO;510790;Sinop;Não;Não;JARDIM BOTANICO;AVENIDA DOS TARUMAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864285033963117;-55.5058479309082;66 99930 6973;2025-09-03;estadual
9785434;DETRANMED;DETRANMED MEDICINA DE TRAFEGO LTDA;510790;Sinop;Não;Não;JARDIM BOTANICO;AVENIDA DAS ACACIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.86481001543219;-55.50837993621826;66 3531 9982;2025-09-03;estadual
9789480;SG SERVICOS MEDICOS;SG SERVICOS MEDICOS LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS HORTENCIAS;MUNICIPAL;;ATENDIMENTO COM TURNOS INTERMITENTES;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.857250184797127;-55.5139696598053;66 99939 4560;2025-09-03;estadual
9793755;THOMPSON CIRURGIA PLASTICA E DERMATOLOGIA;THOMPSON CIRURGIA PLASTICA E DERMATOLOGIA LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;RUA DAS HORTENCIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.858321173539691;-55.51434516906738;66 3015 2701;2025-10-11;estadual
9798633;CLINICA INTEGRADA CESPEDES;CLINICA INTEGRADA CESPEDES LTDA;510790;Sinop;Não;Não;SETOR COMERCIAL;AVENIDA DAS FIGUEIRAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-11.854730194706054;-55.499045848846436;66 99902 4166;2025-09-03;estadual
9803807;POLIANE CRISTINA COSTA SZCZEPANSKI;POLIANE CRISTINA COSTA SZCZEPANSKI;510790;Sinop;Não;Não;JARDIM MARINGA;RUA DAS NINFEIAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-11.864411029607872;-55.523743629455566;66 99687 9585;2025-09-03;estadual
