codigo_cnes;nome_fantasia;nome_razao_social;codigo_municipio;municipio;no_eixo_montante;no_eixo_jusante;bairro_estabelecimento;endereco_estabelecimento;descricao_esfera_administrativa;descricao_nivel_hierarquia;descricao_turno_atendimento;codigo_tipo_unidade;tipo_gestao;atendimento_hospitalar;atendimento_ambulatorial;ambulatorial_sus;centro_cirurgico;centro_obstetrico;centro_neonatal;servico_apoio;latitude;longitude;numero_telefone_estabelecimento;data_atualizacao;origem_coleta
5336201;BENEDITO CANDELARIO SALES;BENEDITO CANDELARIO SALES;510340;Cuiabá;Não;Não;BAU;RUA CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.593773238039;-56.091210544109344;65 3322-3280;2025-09-03;estadual
5339324;COOPERMED;COOPERMED COOPERATIVA DOS PROFISSIONAIS DA SAUDE DO COMPLE;510340;Cuiabá;Não;Não;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;;60;M;;Não;NAO;;;;Não;-15.595012337395627;-56.118057838204805;65 30543138;2026-03-10;estadual
5342473;CLINICA NOTRE DAME;CLINICA NOTRE DAME LTDA;510340;Cuiabá;Não;Não;JD MARIANA;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.57920181110099;-56.11014750695659;65 36262200;2025-09-03;estadual
5342902;H M FORTES CIA LTDA;H M FORTES CIA LTDA;510340;Cuiabá;Não;Não;LIXEIRA;CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.591306537815852;-56.08827566372418;65 36231905;2025-09-03;estadual
5346266;REINALDO PRESTES NETO;REINALDO PRESTES NETO;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596;-56.097;65 81313-1037;2025-09-03;estadual
5352711;AFIP;ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA;510340;Cuiabá;Não;Não;DOM AQUINO;DOM AQUINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;SIM;Não;Não;Não;Sim;-15.604019393620726;-56.09370802523789;11 32552525;2025-09-03;estadual
5355613;INEMAT JARDIM CUIABA;INEMAT INSTITUTO NEFROLOGICO DE MT S C LTDA;510340;Cuiabá;Não;Não;JARDIM CUIABA;RUA DAS ORQUIDEAS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.6189102;-56.0233183;(65) 36234879;2025-09-03;estadual
5359406;SORRI PROTESE;JOAO BOSCO GOMES DA SILVA;510340;Cuiabá;Não;Não;SAO JOAO DEL REI;SEIS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.614138723041725;-56.00706839997529;65 92585686;2025-09-03;estadual
5359449;LARA RIGOLON SERVICOS MEDICOS;LARA RIGOLON SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;CENTRO SUL;JOAQUIM MURTINHO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.60002180142457;-56.09888238305216;11 42290166;2025-09-03;estadual
5360234;LEANDRO FERREIRA DA SILVA;LEANDRO FERREIRA DA SILVA;510340;Cuiabá;Não;Não;POCAO;AVENIDA FERNANDO CORREA DA COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.585878599033336;-56.08180664272532;(65) 3627-4565;2025-11-13;estadual
5360242;SERVICOS MEDICOS AGAPE;CELSO VARGAS REIS;510340;Cuiabá;Não;Não;JARDIM CALIFORNIA;AVENIDA TANCREDO NEVES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.614484741137284;-56.07306764724347;(65) 3627-4055;2025-09-03;estadual
5360293;KEILA MARIA BATISTA;KEILA MARIA BATISTA;510340;Cuiabá;Não;Não;LIXEIRA;RUA PROFESSOR JOAO FELIX;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.592136987041059;-56.08329627945121;(65) 3324-0614;2025-09-03;estadual
5364620;MARCELO DA ROCHA DUTRA;MARCELO DA ROCHA DUTRA;510340;Cuiabá;Não;Não;JARDIM ACLIMACAO;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.58675019898112;-56.07783182653247;65 3051-2222;2025-09-03;estadual
5367581;SILVANIA FRANCA DA SILVA;SILVANIA FRANCA DA SILVA;510340;Cuiabá;Não;Não;BAU;RUA CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.592488235502989;-56.090235272070295;65 3321-2277;2025-09-03;estadual
5366232;MAGI ODONTOLOGIA INTEGRADA;MARIA GIANELLI ODONTOLOGIA INTEGRADA LTDA;510340;Cuiabá;Não;Não;ALVORADA;HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.587560937252334;-56.08345660552292;65 96639382;2025-09-03;estadual
5367743;CASSIANO ROJAS MAIA;CASSIANO ROJAS MAIA;510340;Cuiabá;Não;Não;LIXEIRA;RUA CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.591365754182387;-56.08821727199575;65 8126-7131;2025-09-03;estadual
5369789;MARIA HELENA CARMONA DA SILVA;MARIA HELENA CARMONA DA SILVA;510340;Cuiabá;Não;Não;LIXEIRA;RUA ANTONIO BATISTA BELEM;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.591189333297976;-56.081057283036145;65 3624-2712;2025-11-27;estadual
5381509;VENULA DIAGNOSTICO VASCULAR AVANCADO;VENULA DIAGNOSTICO VASCULAR AVANCADO LTDA;510340;Cuiabá;Não;Não;JARDIM MARIANA;ADEL MALUF RES SAO JOSE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.5782172935255;-56.11104073347708;65 30258207;2026-03-10;estadual
5390567;MEDTRAN SERVICOS MEDICOS;MEDTRAN SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;JARDIM DAS AMERICAS;FERNANDO CORREA DA COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.612126491036683;-56.07482323435769;65 81124353;2025-09-03;estadual
5390575;AUDAX EMERGENCIA MEDICA;AUDAX EMERGENCIA MEDICA LTDA;510340;Cuiabá;Não;Não;MORADA DOS NOBRES;13;MUNICIPAL;;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);42;M;;Não;NAO;;;;Sim;-15.654004950000001;-55.9762363132068;65 81117070;2025-09-03;estadual
5390583;TEZ SAUDE E BEM ESTAR;TEZ SAUDE E BEM ESTAR LTDA;510340;Cuiabá;Não;Não;QUILOMBO;PRESIDENTE PRUDENTE DE MORAES LOT MORADA DO SOL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.584291735015492;-56.10031471550817;65 30543324;2025-09-03;estadual
5392268;PAULO BATISTA BARBOSA;PAULO BATISTA BARBOSA;510340;Cuiabá;Não;Não;JARDIM MARIANA;RUA ADEL MALOUF;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 3626-5600;2025-09-03;estadual
5395968;LILIAN MOREIRA GARCIA SALLES;LILIAN MOREIRA GARCIA SALLES;510340;Cuiabá;Não;Não;DUQUE DE CAXIAS;RUA MARECHAL ANTONIO ANIBAL DA MOTA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;;;65 30256538;2025-09-03;estadual
5397898;MAEVE FISIOTERAPIA E MEDICINA ORIENTAL;KELY LOPES DE AMORIM ME;510340;Cuiabá;Não;Não;DOM AQUINO;AVENIDA GENERAL MELO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.6306533;-56.0742524;65 3322-9114;2026-03-10;estadual
5405203;RENATA SANTOS DE SOUZA MASSONI;RENATA SANTOS DE SOUZA MASSONI;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA ACLIMACAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.587135565861928;-56.077783379340964;65 3051-2222;2025-09-03;estadual
5406498;JANICE LILIAN PARENTE DE AVILA;JANICE LILIAN PARENTE DE AVILA;510340;Cuiabá;Não;Não;CENTRO;RUA BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.601209202275383;-56.10086914138601;65 3624-7819;2025-11-04;estadual
5413095;CENTRO REGIONAL DE REFERENCIA EM SAUDE DO TRABALHADOR;SECRETARIA MUNICIPAL DE SAUDE DE CUIABA;510340;Cuiabá;Não;Não;GOIABEIRAS;RUA RUI BARBOSA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;SIM;Não;Não;Não;Sim;-15.600988053575465;-56.10839483097215;3318-6080/3318-6081;2025-09-03;estadual
5421926;RICARDO GONCALVES DA SILVA;RICARDO GONCALVES DA SILVA;510340;Cuiabá;Não;Não;JARDIM MARIANA;AVENIDA MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.587682068681882;-56.105333360623426;65 3626-3090;2025-11-27;estadual
5435986;PRISCILA RICCI RAPCHAN;PRISCILA RICCI RAPCHAN;510340;Cuiabá;Não;Não;BOSQUE DE SAUDE;AVENIDA RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.567556174529711;-56.068032376335964;65 3642-7211;2025-11-27;estadual
5445558;NICOLAU AVILA CRUZ;NICOLAU AVILA CRUZ;510340;Cuiabá;Não;Não;RIBEIRAO DA PONTE;AV MIGUEL SUTIL ED SANTA ROSA TOWER;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.582491857306351;-56.11177276681869;65 3626-5002;2025-11-13;estadual
5449758;CAPS II VERDAO;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Não;Não;CIDADE ALTA;RUA MAURICIO CARDOSO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;70;M;Não;Não;SIM;Não;Não;Não;Sim;-15.6088486;-56.1227989;(65) 3318-6057;2025-09-03;estadual
5453658;RENE DIAZ RODRIGUEZ;RENE DIAZ RODRIGUEZ;510340;Cuiabá;Não;Não;ARAES;RUA JOSE DE MESQUITA;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.589420585474388;-56.093465551422774;65 3623-1290;2025-11-27;estadual
5454425;INARA PAULA SILVEIRA DA SILVA WEISSHEIMER;INARA PAULA SILVEIRA DA SILVA WEISSHEIMER;510340;Cuiabá;Não;Não;JARDIM ITALIA;ROMA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.58058011260291;-56.08803164904832;65 81157299;2025-09-03;estadual
5454573;BEM MELHOR LTDA;BEM MELHOR LTDA;510340;Cuiabá;Não;Não;QUILOMBO;SAO SEBASTIAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.590000302785787;-56.10206387853493;11 95950064;2025-09-03;estadual
5454646;CLINICA DE FONOAUDIOLOGIA DAVID;CLINICA DE FONOAUDIOLOGIA DAVID LTDA;510340;Cuiabá;Não;Não;JARDIM DAS AMERICAS;HAITI;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.609374389150677;-56.073868792028385;65 96822998;2025-09-03;estadual
5454689;PSICOEQUIDADE PSICOLOGIA E EQUIDADE;PSICOEQUIDADE LTDA;510340;Cuiabá;Não;Não;JARDIM CALIFORNIA;TENENTE PRAEIRO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.6261978;-56.0758992;65 92550026;2025-09-03;estadual
5454719;BRILHANTE MENTE CLINICA ESP EM NEURODESENVOLVIMENTO;J AMARAL E CAVALLI CLINICA INTEGRADA LTDA;510340;Cuiabá;Não;Não;CIDADE ALTA;DOUTOR HENRIQUE GOMES DA SILVA LOT JD PRIMAVERA;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.5970195644234;-56.12177512629677;65 92886173;2025-09-03;estadual
5454824;MOSCATI SAUDE;OLIVEIRA E OLIVEIRA ATIVIDADE MEDICA LTDA;510340;Cuiabá;Não;Não;SANTA ROSA;RUSSIA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.583965646881289;-56.12121362130768;65 92582848;2026-07-28;estadual
5455332;FINESSE;MARIA GUIMARAES BUENO ARAUJO ME;510340;Cuiabá;Não;Não;SANTA CRUZ;RUA CASSIMIRO DE ABREU;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;;;99736770;2025-09-03;estadual
5455529;ALEXANDRE MAITELLI;ALEXANDRE MAITELLI;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59550433600945;-56.11386690902864;65 3624-2424;2025-10-11;estadual
5457211;ULTRALAB;DANILO OLAVARRIA D AQUINO;510340;Cuiabá;Não;Não;CPA I;AVENIDA RIBEIRAO PRETO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.555971907476978;-56.0540864846561;65-36262200;2025-09-03;estadual
5459257;ORTODONTIA FERREIRA;D A FERREIRA CLINICA ODONTOLOGICA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;AVENIDA HISTORIADOR RUBENS DE MENDONCA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.58135447500823;-56.07731175641007;65 36446122;2025-11-13;estadual
5461685;ACRIFE;ACRIFE ASSOCIACAO CRIANCA FELIZ;510340;Cuiabá;Não;Não;SUCURI;ESTRADA VELHA DA GUIA KM 9 AV ANTARCTICA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.54806022730801;-56.1574165150781;(65) 8416-7483;2025-09-03;estadual
5463823;PAULO CESAR DA SILVA NEVES;PAULO CESAR DA SILVA NEVES;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES ANEXO CLINICA CORONADO;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.59510638445976;-56.118587146422996;65 3624-1142;2025-09-03;estadual
5465834;BUCALMED;JOSE EDUARDO RODRIGUES GIMENES;510340;Cuiabá;Não;Não;SANTA HELENA;AVENIDA PRESIDENTE MARQUES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.583491724529374;-56.09470783760895;(65) 3621-4440;2025-09-03;estadual
5466784;CLINICA INTRO;INSTITUTO TROPICAL DE MEDICINA REPRODUTIVA LTDA;510340;Cuiabá;Não;Não;DUQUE DE CAXIAS;ALMIRANTE HENRIQUE GUEDES;MUNICIPAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;62;M;Sim;Sim;NAO;Sim;Não;Não;Sim;-15.586152786034699;-56.115194037523274;65 33222017;2026-06-26;estadual
5467969;VERIDIANA SILVIA FAVERO COMETTI DONATTI;VERIDIANA SILVIA FAVERO COMETTI DONATTI;510340;Cuiabá;Não;Não;LIXEIRA;RUA CORUMBA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.589833055670926;-56.085943546054544;3321-2277;2025-11-27;estadual
5469732;PROCLIN;SOCIEDADE MATOGROSSENSE DE ASSINTENCIA EM MEDICINA INTERNA L;510340;Cuiabá;Não;Não;JARDIM MARIANA;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Sim;NAO;Não;Não;Não;Sim;-15.596;-56.097;65 36234995;2025-09-03;estadual
5476046;EDNA MARIA DE OLIVEIRA;EDNA MARIA DE OLIVEIRA;510340;Cuiabá;Não;Não;JARDIM TROPICAL;AVENIDA FERNANDO CORREA DA COSTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.615978175700858;-55.999155749732466;3627-1519;2025-10-17;estadual
5482763;CLARISSE PINTO COELHO DE AZEVEDO NETA;CLARISSE PINTO COELHO DE AZEVEDO NETA MAHON;510340;Cuiabá;Não;Não;POPULAR;ISAAC POVOAS 1331;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.592801413631255;-56.106045314334594;65 36231000;2025-09-03;estadual
5482798;PATRICIA STRUTZ RAMOS;PATRICIA STRUTZ RAMOS;510340;Cuiabá;Não;Não;JARDIM CUIABA;AVENIDA DAS FLORES;MUNICIPAL;;ATENDIMENTO SOMENTE A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;;;65 3051-3541;2025-09-03;estadual
5494672;LEONARDO DOTTA;LEONARDO DOTTA;510340;Cuiabá;Não;Não;POPULAR;RUA 24 DE OUTUBRO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.591596875776874;-56.105407636794496;99825881;2025-09-03;estadual
5498406;COE CLINICA ORTOESTETICA;CONSULTORIO ODONTOLOGICO;510340;Cuiabá;Não;Não;CENTRO;RUA BARAO DE MELGACO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.601166708415214;-56.10090862162206;36232911;2025-09-03;estadual
5515548;ANA PAULA ARRAIS PADILHA;ANA PAULA ARRAIS PADILHA;510340;Cuiabá;Não;Não;CENTRO;RUA TREZE DE JUNHO;MUNICIPAL;;ATENDIMENTO SOMENTE PELA MANHA;22;M;Não;Não;NAO;Não;Não;Não;Não;;;;2025-09-03;estadual
5520088;USF JARDIM UNIAO;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Não;Não;JARDIM FLORIANOPOLIS;RUA 19 QDR 52 LOTE 11;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.546060933454205;-56.08054507622034;(65) 3617-1672;2025-09-03;estadual
5520096;USF JARDIM SANTA AMALIA;PREFEITURA MUNICIPAL DE CUIABA;510340;Cuiabá;Não;Não;JARDIM SANTA AMALIA;AVENIDA TANGARA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2;M;Não;Não;SIM;Não;Não;Não;Sim;-15.595558787476552;-56.13902079557901;(65) 3617-1690;2025-09-03;estadual
5529476;HO SERVICOS MEDICOS;HO SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;ARAES;RUA OSORIO DUQUE ESTRADA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.588490261491014;-56.088921716314296;;2025-11-04;estadual
5548845;LIVIA TEIXEIRA DE OLIVEIRA;LIVIA TEIXEIRA DE OLIVEIRA;510340;Cuiabá;Não;Não;JARDIM PETROPOLIS;TANCREDO DE ALMEIDA NEVES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.619175397427727;-56.077033220012424;65 99782530;2025-09-03;estadual
5548861;ALINE DE SOUZA MORAIS LTDA;ALINE DE SOUZA MORAIS LTDA;510340;Cuiabá;Não;Não;JARDIM CALIFORNIA;MONTERREY;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.625158254627163;-56.07397213249213;65 99895159;2025-09-03;estadual
5549078;IDC;INSTITUTO DUAILIBI DE MEDICINA ESPECIALIZADA LTDA;510340;Cuiabá;Não;Não;DUQUE DE CAXIAS;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.596169107607745;-56.12180070467054;65 99835780;2025-09-03;estadual
5549108;ESPACO REFLORESCERMENTE NEUROPSICOLOGICA E P;ESPACO DE DESENVOLVIMENTO INFANTIL E AVALIACAO NEUROPSICOLOG;510340;Cuiabá;Não;Não;MORADA DO OURO;DJALMA FERREIRA DE SOUZA ST OESTE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.572494470196245;-56.06180724663812;65 92512661;2025-09-03;estadual
5549124;ESPACO SULLEGE SUZUKI;ESPACO SULLEGE SUZUKI LTDA;510340;Cuiabá;Não;Não;QUILOMBO;JOAO BENTO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.590355273591848;-56.10113911816371;65 36412247;2025-09-03;estadual
5557720;HYPNOS CENTER;HYPNOS CENTER SERVICO DE ANESTESIOLOGIA LTDA;510340;Cuiabá;Não;Não;JARDIM CUIABA;DAS FLORES;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.544180957256518;-56.04898402468381;;2025-09-03;estadual
5558638;HOSPITAL CENTRAL DE ALTA COMPLEXIDADE DE MATO GROSSO;SECRETARIA ESTADUAL DE SAUDE DE MATO GROSSO;510340;Cuiabá;Não;Não;CENTRO POLITICO ADMI;RUA G;ESTADUAL;;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;5;E;Sim;Sim;SIM;Sim;Não;Não;Sim;-15.6364429;-55.9889053;;2025-09-03;estadual
5585554;EMILY NASCIMENTO GARCIA;EMILY NASCIMENTO GARCIA CALAZANS;510340;Cuiabá;Não;Não;MORADA DA SERRA;AV OSASCO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.553418001083033;-56.05448159089862;;2025-09-03;estadual
5615763;SANTANEST ANESTESIOLOGIA;NUCLEO ANESTESIOLOGIA E SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;JARDIM MARIANA;MIGUEL SUTIL;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Não;-15.579064984871083;-56.110302535221344;33 35236106;2025-09-03;estadual
5616263;CENTRO DE GENETICA SAO THOME;CENTRO DE GENETICA SAO THOME LTDA;510340;Cuiabá;Não;Não;CONSIL;ORIENTE TENUTA;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596;-56.097;;2025-09-03;estadual
5624576;NOESIS INSTITUTO DE PSICOLOGIA;NOESIS INSTITUTO DE PSICOLOGIA LTDA;510340;Cuiabá;Não;Não;JARDIM PETROPOLIS;CARMINDO DE CAMPOS;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.620416056328882;-56.07398095154652;65 96884760;2025-09-03;estadual
5624584;DMJ MED;DMJ MED LTDA;510340;Cuiabá;Não;Não;BANDEIRANTES;TENENTE CORONEL DUARTE;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.596775063305728;-56.09278146474771;17 96528323;2025-09-03;estadual
5624592;KELLY MORAES;K R MORAES SILVA LTDA;510340;Cuiabá;Não;Não;GOIABEIRA;SAO SEBASTIAO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Sim;-15.588557995986848;-56.10115393225947;65 99980408;2025-09-03;estadual
5624606;MF SERVICOS MEDICOS;MF SERVICOS MEDICOS LTDA;510340;Cuiabá;Não;Não;BOSQUE DA SAUDE;OURO FINO;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.589435253716259;-56.07514087638325;65 99024159;2025-09-03;estadual
5624622;PLENIVIDA SAUDE INTEGRAL;PLENIVIDA SAUDE INTEGRAL LTDA;510340;Cuiabá;Não;Não;SANTA CRUZ;CASSIMIRO DE ABREU;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36;M;Não;Não;NAO;Não;Não;Não;Sim;-15.608823237472704;-56.05076860458261;65 30520127;2025-09-03;estadual
5631564;INSTITUTO LEAO KIDS;INSTITUTO LEAO KIDS LTDA;510340;Cuiabá;Não;Não;PICO DO AMOR;RUA SAO PEDRO JD KENNEDY;MUNICIPAL;;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22;M;Não;Não;NAO;Não;Não;Não;Não;-15.57526614299267;-56.082455829241205;;2026-06-02;estadual
