cod_aldeia;cod_municipio;cod_ti;coord_lat;coord_long;data_cadastro;flag_ativo;nome_aldeia;nome_cr;nommunic;nomuf;undadm_codigo
44;5101902;28801;-12.1775;-58.4004555556;;A;Japuíra -Menku;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Brasnorte;Mato Grosso;30202002032
45;5105101;2301;-10.916944444444;-57.533611111111;;A;Tatuí;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
46;5105101;2301;-10.900555555556;-57.500833333333;;A;Figueira;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
47;5105101;2301;-10.9;-57.4675;;A;Mairob;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
48;5105101;2301;-10.9;-57.534444444444;;A;Beira Rio;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
49;5105101;2301;-10.884166666667;-57.534166666667;;A;Renovada;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
50;5105101;2301;-10.883611111111;-57.55;;A;Curva;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
51;5105101;2301;-10.883333333333;-57.550277777778;;A;Nova Munduruku;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
52;5105101;2301;-11.116666666667;-57.266666666667;;A;Vale Verde;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
53;5105101;2301;-11.084444444444;-57.266666666667;;A;Flor da Terra;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
54;5105101;2301;-11.083333333333;-57.266666666667;;A;Kawaipe;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
55;5105101;2301;-10.95;-57.283611111111;;A;Ytu Cachoeira;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
56;5101902;17301;-12.916944444444;-58.033333333333;;A;Paredão;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Brasnorte;Mato Grosso;30202002032
57;5101902;17301;-12.901388888889;-58.000555555556;;A;Recanto do Alípio;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Brasnorte;Mato Grosso;30202002032
58;5101902;17301;-12.900277777778;-57.984444444444;;A;Perdiz;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Brasnorte;Mato Grosso;30202002032
59;5101902;17301;-12.800833333333;-57.933333333333;;A;Cravari;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Brasnorte;Mato Grosso;30202002032
60;5101902;17301;-12.800277777778;-57.901388888889;;A;13 de Maio;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Brasnorte;Mato Grosso;30202002032
61;5101902;17301;-12.801388888889;-57.933888888889;;A;12 de Outubro;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Brasnorte;Mato Grosso;30202002032
62;5101902;17301;-12.8175;-58.0175;;A;Asa Branca;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Brasnorte;Mato Grosso;30202002032
63;5105150;33601;-11.300555555556;-59.216944444444;;A;Serra Dourada;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juína;Mato Grosso;30202002032
64;5105150;33601;-11.484444444444;-59.250277777778;;A;Vinte e um;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juína;Mato Grosso;30202002032
65;5105150;33601;-11.5;-59.384444444444;;A;Pedrão;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juína;Mato Grosso;30202002032
66;5105150;33601;-11.483888888889;-59.417777777778;;A;Rio Amarelinho;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juína;Mato Grosso;30202002032
67;5105150;33601;-11.516944444444;-59.5;;A;Algodão;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juína;Mato Grosso;30202002032
68;5105150;33601;-11.484444444444;-59.551388888889;;A;Rio Capivara;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juína;Mato Grosso;30202002032
69;5105101;18601;-10.883888888889;-58.333888888889;;A;Pé de Mutum;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
70;5105101;18601;-10.917777777778;-58.333888888889;;A;Jatobá;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
71;5105101;18601;-10.951111111111;-58.317777777778;;A;Divisa Marcolino;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
72;5105101;18601;-10.783611111111;-58.317222222222;;A;Cerejeira;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
73;5105101;18601;-10.700277777778;-58.366666666667;;A;Japuíra;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
74;5105101;18601;-10.468055555556;-58.267777777778;;A;São Vicente;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
75;5105101;18601;-10.600277777778;-58.100833333333;;A;Castanhal;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Juara;Mato Grosso;30202002032
76;5101407;4201;-10.042222222222;-59.88;;A;Paralelo 10;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
77;5101407;4201;-10.425833333333;-59.991666666667;;A;Cachoeirinha;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
78;5101407;4201;-10.504444444444;-59.886111111111;;A;Taquaral Ipê;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
79;5101407;4201;-10.416388888889;-59.709722222222;;A;Taquaral;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
80;5101407;4201;-10.4425;-59.641388888889;;A;Taquaral Divisa;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
81;5101407;4201;-10.759166666667;-59.793888888889;;A;Areião;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
82;5101407;4201;-10.714722222222;-60.401111111111;;A;Flor do Prado;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
83;5101407;4201;-10.688055555556;-60.325277777778;;A;Mineiro;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
84;5101407;4201;-10.222222222222;-59.773611111111;;A;Bananal;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;Aripuanã;Mato Grosso;30202002032
